Fiscal Year Ending,Department/Agency,Merchant Name,Transaction Date,Transaction Amount
2016,Community Education,PP  FACEBOOK,01/15/2016,2.25
2016,Library,LOWES #00413,01/15/2016,64.62
2016,Parks and Recreation,FBM W&S NASHVILLE,01/15/2016,163.14
2016,Planning,AMERICAN PLANNING ASSO,01/15/2016,735.00
2016,Tennessee State Fair,STAPLES       00115394,01/15/2016,79.99
2016,Sheriff,JO-ANN STORE #2305,01/15/2016,17.88
2016,General Sessions Court,PUBLIX #1298,01/15/2016,88.48
2016,Finance,SOUTHWEST AIRLINES,01/15/2016,318.96
2016,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,01/15/2016,51.04
2016,District Attorney,CARL BLACK CHEVROLET,01/15/2016,195.47
2016,Sheriff,ENTERPRISE RENT-A-CAR,01/15/2016,226.86
2016,Parks and Recreation,FBM W&S NASHVILLE,01/15/2016,426.58
2016,Information Technology Services,KROGER #542,01/15/2016,18.15
2016,Planning,FIREHOUSE SUBS #56,01/15/2016,130.77
2016,Municipal Auditorium,IEBA,01/14/2016,125.00
2016,Tennessee State Fair,THE HOME DEPOT 732,01/14/2016,42.10
2016,Planning,MTA GARAGE PARKING,01/14/2016,10.00
2016,Finance,PUBLIX #1426,01/14/2016,35.41
2016,Library,HANDS ON NASHVILLE INC,01/14/2016,50.00
2016,Police,DILLARD'S 422 RIVERGAT,01/14/2016,-6.38
2016,Police,SHUR BRITE HI SPEED CA,01/14/2016,24.98
2016,Sheriff,MACHO PRODUCTS INC,01/14/2016,50.37
2016,Police,DIVERSITYCOMM INC.,01/14/2016,18.00
2016,Library,AMAZON.COM AMZN.COM/BI,01/14/2016,99.90
2016,Police,DIVERSITYCOMM INC.,01/14/2016,30.00
2016,Police,DIVERSITYCOMM INC.,01/14/2016,30.00
2016,Sheriff,HC WAREHOUSE/BUCKSTAFF,01/14/2016,119.00
2016,Water Services,"ANTENNAGEAR, LLC",01/14/2016,105.90
2016,Police,TRACTOR-SUPPLY-CO #050,01/14/2016,255.69
2016,Criminal Court Clerk,AMAZON MKTPLACE PMTS,01/14/2016,9.97
2016,Library,THIRD AVENUE INDUSTRIA,01/14/2016,41.93
2016,Human Relations Commission,APOLLOHQ.COM/CHARGE,01/14/2016,25.17
2016,Police,SHUR BRITE HI SPEED CA,01/14/2016,16.98
2016,Emergency Communications Center,NENA ONLINE,01/14/2016,-152.10
2016,Arts Commission,RUMOURS EAST,01/14/2016,181.87
2016,Library,RENAISSANCE HOTELS,01/14/2016,1711.01
2016,Public Works,BRICKHOUSE ELECTRON,01/14/2016,431.05
2016,Police,SOUTHWEST AIRLINES,01/14/2016,603.96
2016,Criminal Court Clerk,WAL-MART #0659,01/14/2016,43.77
2016,Social Services,SUPER 8 MOTELS,01/14/2016,743.19
2016,Parks and Recreation,L2G FALL CREEK FALLSSP,01/14/2016,64.15
2016,Police,TAXICHARG WASHINGTONDC,01/14/2016,11.00
2016,State Trial Courts,ETS HISET REGISTRATION,01/14/2016,5.00
2016,Police,CHAMPION CAR WASH,01/14/2016,12.00
2016,Parks and Recreation,LIGHT BULB DEPOT 07,01/14/2016,114.00
2016,Health,TUSCULUM ACE HARDWARE,01/14/2016,74.00
2016,Police,SOUTHWEST AIRLINES,01/14/2016,471.96
2016,Library,HANDS ON NASHVILLE INC,01/14/2016,50.00
2016,Sheriff,BESTBUYCOM777006025785,01/14/2016,19.99
2016,Human Relations Commission,WWW.JOR.BY,01/13/2016,800.00
2016,Police,ALEXANDRIA UNIO,01/13/2016,26.10
2016,Parks and Recreation,SAMS CLUB #6447,01/13/2016,218.41
2016,Planning,MICROSOFT    STORE,01/13/2016,399.99
2016,General Sessions Court,WALGREENS #4707,01/13/2016,23.97
2016,Community Education,CASTRILLO'S OF SLYVAN,01/13/2016,174.14
2016,Public Works,AMERICAN PUBLIC WORKS,01/13/2016,200.00
2016,General Services,THE CAR SHOPPE,01/13/2016,200.00
2016,Information Technology Services,AMERICAN AIRLINES,01/13/2016,196.20
2016,Tennessee State Fair,EMPIRE INDUSTRIES,01/13/2016,520.00
2016,Police,CURB,01/13/2016,10.93
2016,Municipal Auditorium,BLS AUTODESK PURCHASE,01/13/2016,1337.19
2016,Police,DILLARD'S 422 RIVERGAT,01/13/2016,75.38
2016,Police,MISTER CAR WASH #84QPS,01/13/2016,12.00
2016,Human Resources,SOCIETY FOR HUMAN RESO,01/13/2016,190.00
2016,Water Services,MONARCH INTERNATIONAL,01/13/2016,41.94
2016,District Attorney,AGNT FEE  89077866659456,01/13/2016,28.00
2016,Information Technology Services,ALASKA AIRLINES INC.,01/13/2016,-1198.20
2016,Health,COUNTRY INN AND SUITES,01/13/2016,103.02
2016,Library,TYPEKITBYADOBE,01/13/2016,24.99
2016,General Sessions Court,SOUTHERN TROPHY HOUSE,01/13/2016,59.39
2016,Police,AMAZON MKTPLACE PMTS,01/13/2016,29.79
2016,General Sessions Court,STAPLES       00115394,01/13/2016,74.95
2016,Water Services,MIDDLE TENNESSEE SHRM,01/13/2016,104.00
2016,Finance,AT&T BILL PAYMENT,01/13/2016,157.86
2016,Planning,DUNKIN #347509     Q35,01/13/2016,24.48
2016,Parks and Recreation,WATER SERVICES INC,01/13/2016,1090.00
2016,Police,AMAZON MKTPLACE PMTS,01/13/2016,26.68
2016,Police,TRIAD MARTIAL ARTS,01/13/2016,500.00
2016,Human Relations Commission,AMAZON.COM AMZN.COM/BI,01/13/2016,20.97
2016,Tennessee State Fair,HARRIS ELECTRIC SUPPLY,01/13/2016,84.64
2016,Planning,MICROSOFT    STORE,01/13/2016,37.00
2016,Sheriff,PICTURE THIS CREATIVE,01/13/2016,199.23
2016,General Sessions Court,KROGER #550,01/13/2016,8.02
2016,Sheriff,JOEYS HOUSE OF PIZZA,01/13/2016,134.00
2016,Finance,UT IPS ONLINE,01/13/2016,45.00
2016,Community Education,KROGER #843,01/13/2016,60.06
2016,Sheriff,SQ  E3 BOUTIQUE,01/13/2016,1465.00
2016,Police,CVS/PHARMACY #06425,01/12/2016,52.99
2016,Planning,APA- JOBS ONLINE,01/12/2016,200.00
2016,Police,COMCAST,01/12/2016,232.85
2016,General Sessions Court,NACM,01/12/2016,575.00
2016,Community Education,AMAZON.COM,01/12/2016,168.96
2016,Human Resources,PUBLIX #1211,01/12/2016,3.19
2016,Human Resources,MICHAELS STORES 2743,01/12/2016,337.04
2016,Water Services,MOTION INDUSTRIES TN71,01/12/2016,30.55
2016,Sheriff,VMG PATIENT COLLECTION,01/12/2016,45.00
2016,Water Services,LOFTIS STEEL AND ALUMI,01/12/2016,999.00
2016,Metro Action Commission,KROGER #502,01/12/2016,-8.61
2016,Police,AMAZON MKTPLACE PMTS,01/12/2016,25.99
2016,Police,COMCAST,01/12/2016,124.10
2016,Metro Action Commission,KROGER #502,01/12/2016,100.77
2016,Parks and Recreation,PIGGLY WIGGLY #41,01/12/2016,11.66
2016,Internal Audit,UT IPS ONLINE,01/12/2016,1210.00
2016,Internal Audit,UT IPS ONLINE,01/12/2016,1210.00
2016,General Sessions Court,OFFICE DEPOT #2260,01/12/2016,180.38
2016,Metro Action Commission,KROGER #502,01/12/2016,127.43
2016,Water Services,AMAZON.COM,01/12/2016,132.31
2016,Codes,TENNESSEE BOARD OF PRO,01/12/2016,374.00
2016,Sheriff,"B&H PHOTO, 800-606-696",01/12/2016,219.50
2016,Water Services,NORTHERN TOOL EQUIP,01/12/2016,359.36
2016,Metro Action Commission,KROGER #502,01/12/2016,19.12
2016,Police,AMAZON MKTPLACE PMTS,01/12/2016,27.98
2016,Internal Audit,GOVERNMENT FINANCE,01/12/2016,38.00
2016,Parks and Recreation,FBM W&S NASHVILLE,01/12/2016,479.16
2016,Tennessee State Fair,FP MAILING SOLUTIONS,01/12/2016,412.50
2016,Human Resources,PUBLIX #1211,01/12/2016,17.87
2016,Metro Action Commission,WESTIN,01/11/2016,10.01
2016,Metro Action Commission,ENTERPRISE RENT-A-CAR,01/11/2016,80.00
2016,State Trial Courts,DOUBLETREE,01/11/2016,848.05
2016,Parks and Recreation,US FIGURE SKATING,01/11/2016,25.21
2016,Public Works,NSPE,01/11/2016,264.00
2016,Police,SOUTHWEST AIRLINES,01/11/2016,333.97
2016,General Services,QUIGLEY MOTOR CO INC,01/11/2016,502.00
2016,Tennessee State Fair,ACADEMY SPORTS #91,01/11/2016,89.99
2016,Water Services,QGV NATIONAL INFORMTIO,01/11/2016,84.00
2016,Finance,HILTON,01/11/2016,529.44
2016,Metro Action Commission,HILTON,01/11/2016,137.31
2016,Tennessee State Fair,EMPIRE INDUSTRIES,01/11/2016,630.00
2016,Police,COUNTY CLERK 615-862-6,01/11/2016,17.90
2016,Sheriff,WWW.NEWEGG.COM,01/11/2016,74.99
2016,Parks and Recreation,BATTERIES PLUS MAD,01/11/2016,36.04
2016,Metro Action Commission,NEW ORLEANS AIRPORT,01/11/2016,15.52
2016,Police,MAIN STREET AUTO WAQPS,01/11/2016,8.00
2016,Parks and Recreation,US FIGURE SKATING,01/11/2016,31.00
2016,Finance,NEW YORK TIMES DIGITAL,01/11/2016,35.00
2016,Human Relations Commission,AMAZON.COM AMZN.COM/BI,01/11/2016,67.09
2016,Social Services,SUPER 8 MOTELS,01/11/2016,424.68
2016,Office of Emergency Management,TBI BACKGROUND CHECKS,01/11/2016,58.00
2016,Public Defender,LAZ PARKING 580439P,01/11/2016,71.82
2016,Library,THE HOME DEPOT 732,01/11/2016,9.97
2016,Police,COUNTY CLERK 615-862-6,01/11/2016,6.65
2016,Tennessee State Fair,A.B. COLLIER WRECKER S,01/11/2016,300.00
2016,District Attorney,AGNT FEE  89077864938963,01/11/2016,28.00
2016,Tennessee State Fair,LOWES #02851,01/11/2016,219.92
2016,Metro Action Commission,WESTIN CANAL PLACE FB,01/11/2016,13.20
2016,Police,AMAZON.COM AMZN.COM/BI,01/11/2016,26.96
2016,Parks and Recreation,THE POOL SHOP 1,01/11/2016,140.74
2016,Public Defender,LAZ PARKING 580439P,01/11/2016,11.26
2016,Police,SOUTHWEST AIRLINES,01/11/2016,577.96
2016,Police,NATIONAL SHOOTING SPOR,01/11/2016,175.00
2016,District Attorney,UNITED AIRLINES,01/11/2016,828.20
2016,Parks and Recreation,AUDUBON SOCIETY NY,01/11/2016,275.00
2016,Public Defender,SOUTHWEST AIRLINES,01/11/2016,617.92
2016,Public Defender,SOUTHWEST AIRLINES,01/11/2016,308.96
2016,Public Defender,LAZ PARKING 580439P,01/11/2016,109.88
2016,Police,SOUTHWEST AIRLINES,01/11/2016,257.98
2016,Metro Action Commission,TAXI-VETERANS CAB,01/11/2016,51.75
2016,Tennessee State Fair,H G LIPSCOMB AND CO,01/11/2016,521.85
2016,Public Defender,SOUTHWEST AIRLINES,01/11/2016,308.96
2016,Tennessee State Fair,THE HOME DEPOT 732,01/11/2016,402.85
2016,Finance,ADOBE  ACROPRO SUBS,01/11/2016,16.38
2016,Metro Action Commission,COUNTRY FLAME,01/11/2016,17.70
2016,State Trial Courts,DOUBLETREE,01/11/2016,848.05
2016,Police,SOUTHWEST AIRLINES,01/11/2016,267.96
2016,Health,FAIRFIELD INN,01/11/2016,178.00
2016,Public Defender,LAZ PARKING 580439P,01/11/2016,7.04
2016,General Sessions Court,SAMSCLUB #6447,01/11/2016,7.25
2016,Metro Action Commission,SAINT LAWRENCE,01/08/2016,15.50
2016,Information Technology Services,ALASKA AIRLINES INC.,01/08/2016,1198.20
2016,Police,SUNSET ADV ROOM DEP,01/08/2016,56.36
2016,Metro Action Commission,THE GUMBO POT,01/08/2016,19.61
2016,Emergency Communications Center,NENA ONLINE,01/08/2016,3627.00
2016,Planning,AMERICAN PLANNING ASSO,01/08/2016,1050.00
2016,Police,SOUTHWEST AIRLINES,01/08/2016,300.95
2016,Social Services,PLN PRICELINE HOTELS,01/08/2016,209.46
2016,General Sessions Court,ABT ELECTRONICS,01/08/2016,227.99
2016,Police,SOUTHWEST AIRLINES,01/08/2016,398.96
2016,Historical Commission,KROGER #511,01/08/2016,13.53
2016,Police,"NORTHWEST BARS, INC.",01/08/2016,-85.74
2016,District Attorney,TENNESSEE COMM ON CL,01/08/2016,55.50
2016,Tennessee State Fair,WW GRAINGER,01/08/2016,886.32
2016,Library,THE HOME DEPOT 733,01/08/2016,58.96
2016,General Sessions Court,PP TNCOALITION,01/08/2016,100.00
2016,Water Services,SOUTHWEST AIRLINES,01/08/2016,281.96
2016,Arts Commission,EB THE 12TH AWARDS,01/08/2016,54.74
2016,Community Education,PP  FACEBOOK,01/08/2016,2.13
2016,Police,SUNSET ADV ROOM DEP,01/08/2016,79.09
2016,Tennessee State Fair,THE HOME DEPOT 732,01/08/2016,380.87
2016,Community Education,PP  FACEBOOK,01/08/2016,23.04
2016,Library,ED'S SUPPLY COMPANY,01/08/2016,22.76
2016,Library,WEST END LOCK CO,01/08/2016,12.50
2016,Police,SOUTHWEST AIRLINES,01/08/2016,300.95
2016,General Sessions Court,DOGTAGUS.COM,01/08/2016,75.00
2016,Police,JERSEY MIKES SUBS#4QPS,01/08/2016,2.60
2016,Parks and Recreation,CASCADE SUBSCRIPTION S,01/08/2016,79.95
2016,Police,JERSEY MIKES SUBS#4QPS,01/08/2016,71.82
2016,Parks and Recreation,AUTOZONE #0068,01/08/2016,9.98
2016,State Trial Courts,IN  EVEREST REFRIGERAT,01/08/2016,86.52
2016,District Attorney,GAN TENNNEWSPAPERSCIRC,01/08/2016,292.53
2016,Trustee,TME MONEY MAGAZINE,01/08/2016,43.65
2016,Health,WALMART.COM,01/08/2016,109.24
2016,Health,KROGER #895,01/08/2016,12.86
2016,Sheriff,JOEYS HOUSE OF PIZZA,01/08/2016,67.95
2016,Tennessee State Fair,GAN TNNEWSPAPERSADV,01/08/2016,1690.65
2016,Planning,AMERICAN PLANNING ASSO,01/08/2016,735.00
2016,Parks and Recreation,TENNESSEE RECREATION A,01/07/2016,115.00
2016,Police,NATIONAL SHOOTING SPOR,01/07/2016,175.00
2016,Parks and Recreation,WAL-MART #0659,01/07/2016,-190.18
2016,Fire Department,ALABAMA FIRE COLLEGE A,01/07/2016,475.00
2016,Police,SOUTHWEST AIRLINES,01/07/2016,670.96
2016,Parks and Recreation,WM SUPERCENTER #4435,01/07/2016,41.81
2016,Sheriff,SOUTHWEST AIRLINES,01/07/2016,278.95
2016,Police,MISTER CAR WASH #84QPS,01/07/2016,16.00
2016,Water Services,MOTION INDUSTRIES TN71,01/07/2016,510.65
2016,Metro Action Commission,COUNCIL FOR PROFESSION,01/07/2016,717.50
2016,Parks and Recreation,TENNESSEE RECREATION A,01/07/2016,100.00
2016,Sheriff,ADS INC,01/07/2016,725.55
2016,Sheriff,HH-GREGG-RIVERGATE #00,01/07/2016,279.99
2016,Police,MISTER CAR WASH #84QPS,01/07/2016,12.00
2016,Arts Commission,OVERNIGHTPRINTS,01/07/2016,86.73
2016,Police,NATIA,01/07/2016,1995.00
2016,Social Services,AMAZON MKTPLACE PMTS,01/07/2016,155.84
2016,Police,SOUTHWEST AIRLINES,01/07/2016,680.96
2016,Arts Commission,IN  ROTARY CLUB OF NAS,01/07/2016,300.00
2016,Public Works,PAYPAL  MIDDLETENNE,01/07/2016,50.00
2016,Police,NATIA,01/07/2016,1995.00
2016,Health,SOFT PAWS AND SOFT CLA,01/07/2016,80.04
2016,Human Relations Commission,AMAZON.COM,01/07/2016,9.98
2016,Nashville Career Advancement Center,NASHVILLE AREA CHAMBER,01/07/2016,30.00
2016,Tennessee State Fair,OREILLY AUTO  00009175,01/07/2016,24.98
2016,Sheriff,HH-GREGG-RIVERGATE #00,01/07/2016,59.99
2016,Police,SOUTHWEST AIRLINES,01/07/2016,513.46
2016,Sheriff,LIGHT BULB DEPOT 07,01/07/2016,79.48
2016,Police,SOUTHWEST AIRLINES,01/07/2016,513.46
2016,Election Commission,KROGER #542,01/07/2016,116.03
2016,Parks and Recreation,FBM W&S NASHVILLE,01/07/2016,159.65
2016,Tennessee State Fair,STAPLES       00115394,01/07/2016,124.97
2016,Metro Action Commission,COUNTRY FLAME,01/07/2016,18.45
2016,Information Technology Services,VISTAPR VISTAPRINT.COM,01/07/2016,-1.85
2016,Information Technology Services,VISTAPR VISTAPRINT.COM,01/07/2016,21.23
2016,Finance,GOVERNMENT FINANCE,01/07/2016,1095.00
2016,Parks and Recreation,AIR DELIGHTS INC,01/07/2016,309.93
2016,Police,NATIONAL SHOOTING SPOR,01/07/2016,175.00
2016,Library,THE HOME DEPOT #0778,01/07/2016,27.58
2016,Sheriff,ASIS INTERNATIONAL ONL,01/07/2016,215.00
2016,Nashville Career Advancement Center,LIPSCOMB WEB PAY,01/06/2016,30.00
2016,Police,AMAZON MKTPLACE PMTS,01/06/2016,22.74
2016,Emergency Communications Center,APCO INTERNATIONAL INC,01/06/2016,2113.25
2016,Parks and Recreation,US FIGURE SKATING,01/06/2016,1053.97
2016,Human Relations Commission,POPULR.ME,01/06/2016,20.00
2016,Sheriff,BLR/HCPRO,01/06/2016,219.00
2016,Sheriff,LABOR LAW CENTER COM,01/06/2016,539.10
2016,Public Defender,GIDEONS PROMISE,01/06/2016,700.00
2016,Police,SHUR BRITE HI SPEED CA,01/06/2016,24.98
2016,Water Services,UT WATER RESOURCE RESE,01/06/2016,400.00
2016,Sheriff,PAYPAL  FLORIDAGULF,01/06/2016,200.00
2016,Sheriff,WWW.NEWEGGBUSINESS.COM,01/06/2016,110.00
2016,Parks and Recreation,PRINTERS & DUPLICATOR,01/06/2016,262.20
2016,District Attorney,UR VEHICLE MGMT SOLUTI,01/06/2016,220.00
2016,General Services,SPRAYER DEPOT,01/06/2016,702.00
2016,Sheriff,TIMEKEEPING SYSTEMS IN,01/06/2016,117.20
2016,Internal Audit,ACFE,01/06/2016,195.00
2016,Parks and Recreation,WAL-MART #0688,01/06/2016,40.29
2016,District Attorney,EMMISION REGISTRATION,01/06/2016,9.00
2016,Finance,NOTARY PUBLIC ALABAMA,01/06/2016,107.00
2016,Finance,JASON'S DELI - WSE,01/06/2016,65.92
2016,District Attorney,EMMISION REGISTRATION,01/06/2016,9.00
2016,Sheriff,TLO TRANSUNION,01/06/2016,23.00
2016,District Attorney,EMMISION REGISTRATION,01/06/2016,9.00
2016,Sheriff,RIO GRANDE INC,01/05/2016,1011.01
2016,Arts Commission,GAN TENNNEWSPAPERSCIRC,01/05/2016,132.00
2016,Metro Action Commission,WESTIN,01/05/2016,518.93
2016,Sheriff,WWW.NEWEGGBUSINESS.COM,01/05/2016,65.99
2016,Finance,BCA RESEARCH INC,01/05/2016,2500.00
2016,Sheriff,ADOBE  CREATIVE CLOUD,01/05/2016,49.99
2016,Arts Commission,CIVICDESIGNCENTER.ORG,01/05/2016,300.00
2016,Human Relations Commission,SURVEYMONKEY.COM,01/05/2016,26.00
2016,Tennessee State Fair,AMERICORE TEXTILES COM,01/05/2016,195.00
2016,Sheriff,GAN TENNNEWSPAPERSCIRC,01/05/2016,12.00
2016,Metro Action Commission,WESTIN,01/05/2016,518.93
2016,Community Education,AMAZON.COM,01/05/2016,98.28
2016,Human Relations Commission,LAWLINE-FURTHERED,01/05/2016,99.00
2016,Parks and Recreation,WM SUPERCENTER #659,01/05/2016,174.08
2016,Metro Action Commission,IN  CONSCIOUS DISCIPLI,01/05/2016,855.00
2016,State Trial Courts,DOMINO'S 8713,01/05/2016,97.03
2016,Metro Action Commission,WESTIN,01/05/2016,518.93
2016,Metro Action Commission,WESTIN,01/05/2016,518.93
2016,Finance,SUNGARD RELIUS,01/05/2016,300.00
2016,Emergency Communications Center,CUBICLE KEYS.COM,01/05/2016,28.00
2016,Parks and Recreation,SMARTSIGN,01/05/2016,57.37
2016,Human Relations Commission,GAN TENNNEWSPAPERSCIRC,01/05/2016,12.00
2016,Office of Family Safety,SP PLUS CORP PARKING,01/05/2016,135.00
2016,Arts Commission,GAN TENNNEWSPAPERSCIRC,01/05/2016,12.00
2016,Water Services,WELDERS SUPPLY AND EQU,01/04/2016,545.40
2016,Juvenile Court Judge,PIZZEREAL,01/04/2016,86.00
2016,Health,TUSCULUM ACE HARDWARE,01/04/2016,12.90
2016,Tennessee State Fair,THE HOME DEPOT 732,01/04/2016,60.85
2016,Community Education,PP  FACEBOOK,01/04/2016,20.00
2016,Tennessee State Fair,THE HOME DEPOT 733,01/04/2016,44.32
2016,Mayor's Office,AMERICAN AIRLINES,01/04/2016,201.20
2016,Finance,WAL-MART #0272,01/04/2016,15.68
2016,Water Services,OFFICE DEPOT #1214,01/04/2016,61.16
2016,Tennessee State Fair,THE HOME DEPOT 732,01/04/2016,159.01
2016,Health,THE HOME DEPOT 721,01/04/2016,44.19
2016,Tennessee State Fair,THE HOME DEPOT 732,01/04/2016,1.00
2016,Police,SHUR BRITE HI SPEED CA,01/04/2016,24.98
2016,Parks and Recreation,WM SUPERCENTER #659,01/04/2016,190.18
2016,Human Relations Commission,FACEBOOK 7DUM59NNP2,01/04/2016,27.78
2016,Public Works,C I LAND SURVEYORS BRD,01/04/2016,280.00
2016,Office of Family Safety,TRADER JOE'S #664  QPS,01/04/2016,12.96
2016,Tennessee State Fair,THE HOME DEPOT 732,01/04/2016,333.03
2016,Police,MISTER CAR WASH #84QPS,01/04/2016,12.00
2016,Social Services,SURVEYMONKEY.COM,01/04/2016,228.00
2016,Water Services,AWWA.ORG,01/04/2016,87.90
2016,Tennessee State Fair,MID TENN RUBBER STAMP,01/04/2016,41.94
2016,Tennessee State Fair,SQ  MATT WADE,12/31/2015,600.00
2016,Library,AMERLIBASSOC-BRIGHTKEY,12/31/2015,110.00
2016,Police,MISTER CAR WASH #84QPS,12/31/2015,12.00
2016,Sheriff,AMERICAN JAIL ASSOCIAT,12/31/2015,48.00
2016,Sheriff,CAMPBELL INDUSTRIAL SU,12/31/2015,1297.05
2016,State Trial Courts,MEMPHIS CA CIRC,12/31/2015,13.99
2016,Library,THE HOME DEPOT 732,12/31/2015,48.91
2016,Sheriff,AMERICAN CORRECTIONAL,12/31/2015,35.00
2016,Water Services,IN  NAT L ENV. TRAINER,12/31/2015,960.00
2016,Water Services,ASFPM MADISON WI,12/31/2015,140.00
2016,Water Services,ASFPM MADISON WI,12/31/2015,140.00
2016,Water Services,ARCHITECTURAL AND ENGI,12/31/2015,140.00
2016,Sheriff,BLR/HCPRO,12/31/2015,1245.00
2016,Finance,NASHVILLE BIZ JOURNAL,12/31/2015,91.00
2016,Library,THOMSON WEST TCD,12/31/2015,396.00
2016,Information Technology Services,WALGREENS #6039,12/31/2015,7.99
2016,Arts Commission,AMAZON.COM AMZN.COM/BI,12/31/2015,-8.33
2016,Sheriff,BESTBUYCOM763968004596,12/30/2015,103.98
2016,Parks and Recreation,LIDS TEAM SPORTS 621,12/30/2015,109.98
2016,Tennessee State Fair,THE HOME DEPOT 732,12/30/2015,74.94
2016,Health,B & C ACE HARDWARE,12/30/2015,8.33
2016,Police,SOUTHWEST AIRLINES,12/30/2015,304.96
2016,Water Services,ASFPM MADISON WI,12/30/2015,70.00
2016,Police,CHAMPION CAR WASH,12/30/2015,12.00
2016,Internal Audit,PAYPAL  ASSOCIATION,12/30/2015,175.00
2016,Police,SOUTHWEST AIRLINES,12/30/2015,412.96
2016,Library,WP-REALVNC LTD,12/30/2015,44.00
2016,Police,SOUTHWEST AIRLINES,12/30/2015,304.96
2016,Police,SOUTHWEST AIRLINES,12/30/2015,304.96
2016,Police,SOUTHWEST AIRLINES,12/30/2015,304.96
2016,Sheriff,SOUTHWEST AIRLINES,12/29/2015,364.96
2016,Sheriff,AMERICAN CORRECTIONAL,12/29/2015,270.00
2016,Police,NATIA,12/29/2015,1995.00
2016,Finance,BNI BUILDING NEWS,12/29/2015,1150.00
2016,Human Resources,AMAZON MKTPLACE PMTS,12/29/2015,20.49
2016,Sheriff,AMERICAN CORRECTIONAL,12/29/2015,25.00
2016,State Trial Courts,WALMART.COM,12/29/2015,-30.40
2016,Arts Commission,BC.BASECAMP 3000953,12/29/2015,50.00
2016,Information Technology Services,STAPLES DIRECT,12/28/2015,262.13
2016,Tennessee State Fair,THE HOME DEPOT 732,12/28/2015,224.32
2016,Information Technology Services,DOMAIN NAME REGISTRATI,12/28/2015,12.50
2016,State Trial Courts,SOUTHWEST AIRLINES,12/28/2015,832.96
2016,Information Technology Services,STAPLES DIRECT,12/28/2015,87.38
2016,Health,MCMASTER-CARR,12/28/2015,71.57
2016,Parks and Recreation,THIRD AVENUE INDUSTRIA,12/28/2015,439.63
2016,Office of Emergency Management,PIZZA HUT,12/28/2015,65.40
2016,Information Technology Services,STAPLES DIRECT,12/28/2015,-7.40
2016,Library,AMAZON MKTPLACE PMTS,12/28/2015,81.00
2016,State Trial Courts,SOUTHWEST AIRLINES,12/28/2015,832.96
2016,Information Technology Services,STAPLES DIRECT,12/28/2015,-22.19
2016,Parks and Recreation,NATIONAL RECREATION &,12/24/2015,2000.00
2016,Trustee,AUTOGRAPHIC PUBLISHING,12/24/2015,30.00
2016,Sheriff,BC.BASECAMP 1247330,12/24/2015,24.00
2016,Register of Deeds,CHRISTIE COOKIE CO,12/24/2015,184.37
2016,Police,SQ  LITTLE CAESARS,12/24/2015,81.93
2016,Juvenile Court Judge,AMAZON MKTPLACE PMTS,12/24/2015,179.88
2016,Finance,NED DAVIS RESEARCH,12/24/2015,3125.00
2016,Emergency Communications Center,USPS 47616702935803899,12/24/2015,6.74
2016,Police,SHUR BRITE HI SPEED CA,12/24/2015,15.99
2016,State Trial Courts,WALMART.COM,12/24/2015,466.26
2016,Human Relations Commission,LAWLINE-FURTHERED,12/24/2015,59.00
2016,Tennessee State Fair,SHERWIN WILLIAMS #3870,12/24/2015,87.39
2016,Tennessee State Fair,CINTAS  60A SAP,12/23/2015,196.39
2016,Information Technology Services,IBT IIS FINGERPRINT CO,12/23/2015,38.00
2016,Water Services,ASFPM MADISON WI,12/23/2015,140.00
2016,Water Services,ASFPM MADISON WI,12/23/2015,140.00
2016,Water Services,ASFPM MADISON WI,12/23/2015,70.00
2016,Library,THE HOME DEPOT 722,12/23/2015,65.06
